brand,price,processor brand,processor number,processor year,processor clock speed,processor core count,SSD,drive capacity,RAM,GPU memory,screen size,pixel count,weight,speakers,touchscreen,microphone,webcam
ASUS,114990,Intel,5,2020.0,2.5,4.0,True,512.0,16,2.0,14,2073600.0,1.62,True,True,True,True
ASUS,99990,Intel,5,2020.0,2.5,4.0,True,512.0,8,,14,2073600.0,1.62,True,True,True,True
DELL,71990,Intel,5,2020.0,2.4,4.0,True,512.0,16,2.0,15.6,2073600.0,1.8,True,True,True,True
DELL,68990,Intel,5,2019.0,,,True,512.0,16,4.0,15.6,2073600.0,,False,True,False,False
Lenovo,72032,Intel,5,2020.0,,,True,512.0,16,,14,3136000.0,,False,True,False,False
HP,47990,AMD,5,,,,True,512.0,8,,15.6,2073600.0,,False,True,False,False
HP,47990,AMD,5,,2.1,6.0,True,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
HP,41990,Intel,3,2020.0,1.7,4.0,True,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
Lenovo,55999,Intel,5,2020.0,,,True,512.0,8,,15.6,2073600.0,,False,True,False,False
ASUS,79990,AMD,7,,4.4,8.0,True,512.0,16,4.0,14,2073600.0,1.60,True,True,True,False
ASUS,79990,AMD,7,,4.4,8.0,True,512.0,16,,14,2073600.0,1.60,True,True,True,False
ASUS,65990,Intel,5,2020.0,3.10,4.0,True,512.0,16,,14,5184000.0,1.40,True,True,True,True
ASUS,40990,Intel,3,2019.0,2.1,2.0,True,256.0,8,,15.6,1049088.0,1.80,True,True,True,True
acer,99990,AMD,7,,1.90,,True,1024.0,16,4.0,14,2073600.0,1.39,True,True,True,True
acer,74990,Intel,5,2020.0,4.20,4.0,True,512.0,8,,14,2073600.0,1.05,True,True,True,True
Lenovo,33990,Intel,3,2019.0,4.1,2.0,True,,8,,15.6,2073600.0,1.7,True,True,True,True
DELL,85990,Intel,5,2020.0,,4.0,True,512.0,8,2.0,15.6,2073600.0,,False,True,False,True
acer,139990,Intel,9,2020.0,2.50,8.0,True,1024.0,16,6.0,15.6,2073600.0,2.3,True,True,True,True
acer,169990,Intel,9,2020.0,2.50,8.0,True,1024.0,32,8.0,15.6,2073600.0,2.3,True,True,True,True
DELL,35990,Intel,1,2020.0,1.10,,True,256.0,4,,15.6,2073600.0,1.83,True,True,True,True
Lenovo,34490,Intel,3,2019.0,,,True,256.0,4,,14,2073600.0,,False,True,False,False
DELL,50999,Intel,3,2020.0,,,True,256.0,16,,15.6,2073600.0,1.83,False,True,False,True
ASUS,37899,Intel,3,2020.0,,,True,256.0,8,,15.6,,,False,True,False,False
ASUS,79990,AMD,7,,4.2,8.0,True,512.0,16,4.0,17.3,2073600.0,2.60,True,True,True,True
HP,56900,Intel,5,2020.0,4.5,4.0,True,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
HP,31390,Intel,1,,2.8,2.0,True,256.0,8,,14,1049088.0,1.46,True,True,True,True
HP,39990,AMD,3,,3.8,4.0,True,512.0,8,,14,2073600.0,1.46,True,True,True,True
DELL,55490,Intel,5,2020.0,2.4,4.0,True,512.0,8,2.0,14,2073600.0,1.59,True,True,True,True
DELL,44490,AMD,5,,2.1,4.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,70990,Intel,5,2020.0,2.5,4.0,True,512.0,16,,14,2073600.0,1.46,True,True,True,True
MSI,140990,Intel,7,2021.0,3.0,,True,1024.0,16,6.0,15.6,3686400.0,2.25,True,True,True,True
ASUS,79990,Intel,5,2020.0,4.2,4.0,True,512.0,8,,13.3,2073600.0,1.30,False,True,True,True
DELL,44090,Intel,3,2020.0,1.7,2.0,True,256.0,4,,14,2073600.0,1.59,True,True,True,True
MSI,279990,Intel,7,2021.0,4.7,,True,1024.0,32,8.0,15.6,3686400.0,2.1,True,True,True,True
DELL,60490,Intel,5,2020.0,2.4,4.0,True,512.0,16,2.0,14,2073600.0,1.59,True,True,True,True
DELL,59890,Intel,5,2020.0,2.4,4.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,37990,Intel,3,2019.0,1.2,2.0,True,256.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,38990,Intel,3,2020.0,1.7,2.0,True,256.0,8,,14.96,2073600.0,1.59,True,True,True,True
MSI,129990,AMD,9,2021.0,3.3,8.0,True,1024.0,16,10.0,15.6,2073600.0,1.9,True,True,True,True
acer,51990,AMD,5,,2.10,4.0,True,512.0,8,,15.6,2073600.0,1.76,True,True,True,True
DELL,40590,AMD,3,,3.5,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
Lenovo,37999,Intel,3,2019.0,,,False,1024.0,8,,15.6,2073600.0,,False,True,False,False
HP,38990,AMD,3,,2.6,4.0,True,512.0,8,,15.6,2073600.0,1.69,True,True,True,True
Lenovo,36990,Intel,3,2019.0,2.1,2.0,True,512.0,8,,15.6,2073600.0,1.7,True,True,True,True
Lenovo,31990,Intel,3,2019.0,3.4,2.0,True,256.0,4,,14,2073600.0,1.6,True,True,True,True
Lenovo,89998,Intel,5,2020.0,,,True,512.0,8,0.5,15.6,2073600.0,,False,True,False,True
HP,47990,AMD,5,,2.1,6.0,True,512.0,8,,14,2073600.0,1.46,True,True,True,True
ASUS,130500,AMD,9,,3.3,8.0,True,1024.0,16,4.0,16,9216000.0,1.95,True,True,True,True
DELL,48990,Intel,3,2020.0,,,True,256.0,8,,15.6,2073600.0,1.83,False,True,False,True
MSI,46990,Intel,5,2020.0,2.5,,True,512.0,8,,14,2073600.0,1.3,True,True,True,True
MSI,76990,Intel,7,2020.0,5,4.0,True,512.0,8,2.0,14,2073600.0,1.3,True,True,True,True
HP,53990,Intel,3,2020.0,1.7,4.0,True,256.0,8,,14,2073600.0,1.52,True,True,True,True
ASUS,52990,Intel,3,2020.0,1.7,2.0,True,512.0,8,,14,2073600.0,1.50,True,True,True,True
ASUS,63990,Intel,5,2020.0,2.4,4.0,True,512.0,8,,14,2073600.0,1.50,True,True,True,True
ASUS,49990,Intel,3,2020.0,4.1,2.0,True,256.0,8,,14,2073600.0,1.50,True,True,True,True
HP,44190,AMD,3,,,,True,512.0,8,,14,1049088.0,,False,True,False,False
ASUS,36490,Intel,1,,1.1,4.0,True,256.0,8,,14.1,2073600.0,,True,True,True,True
ASUS,33990,Intel,1,,1.1,4.0,True,256.0,8,,14,2073600.0,1.3,True,True,True,True
ASUS,38000,Intel,3,2019.0,2.1,,False,1024.0,4,,15.6,1049088.0,1.80,False,True,False,True
Lenovo,74590,AMD,7,,3.2,8.0,True,512.0,16,4.0,15.6,2073600.0,2.4,True,True,True,True
acer,36999,Intel,3,2020.0,,,False,1024.0,4,,15.6,2073600.0,,False,True,False,False
Lenovo,79620,Intel,7,,4.2,,True,512.0,16,4.0,16,3136000.0,1.41,True,True,True,True
HP,119599,Intel,7,2020.0,,,True,512.0,8,,14,1049088.0,,False,True,False,False
Lenovo,79978,AMD,5,,2.10,4.0,True,1024.0,16,,13.3,2073600.0,1.31,True,True,True,True
Lenovo,68498,Intel,5,2020.0,2.4,4.0,True,512.0,16,,15.6,2073600.0,1.66,True,True,True,True
Lenovo,36599,Intel,3,2019.0,2.1,4.0,True,512.0,8,,15.6,2073600.0,1.65,True,True,True,True
Lenovo,85999,Intel,7,2020.0,,,True,512.0,16,,14.22,3136000.0,,False,True,False,False
Lenovo,40490,Intel,3,2020.0,,,True,512.0,8,,14,2073600.0,,False,True,False,False
HP,133990,Intel,7,2020.0,4.6,8.0,True,1024.0,16,6.0,16.1,2073600.0,2.32,True,True,True,True
ASUS,41690,Intel,3,2020.0,3.0,2.0,True,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
Lenovo,41490,Intel,3,2020.0,,,True,256.0,8,,15,2073600.0,,False,True,False,False
DELL,59990,Intel,5,2020.0,,,True,256.0,8,,15.6,2073600.0,,False,True,False,False
LG,76990,Intel,5,2020.0,2.4,,True,256.0,8,,14,2073600.0,0.99,True,True,True,True
LG,76990,Intel,5,2020.0,2.4,,True,256.0,8,,14,2073600.0,0.99,True,True,True,True
Lenovo,39988,Intel,3,2020.0,2.1,4.0,True,256.0,8,,15.6,2073600.0,1.65,True,True,True,True
LG,86990,Intel,5,2020.0,2.4,,True,512.0,8,,16,4096000.0,1.19,True,True,True,True
acer,42990,AMD,5,,2.10,4.0,True,512.0,8,,15.6,2073600.0,1.9,True,True,True,True
ASUS,97990,AMD,9,,4.6,8.0,True,512.0,16,4.0,15.6,2073600.0,2.10,True,True,True,False
acer,34999,Intel,3,2020.0,3.00,2.0,True,256.0,4,,15.6,2073600.0,1.7,True,True,True,True
ASUS,135990,AMD,9,,3.3,8.0,True,1024.0,16,6.0,15.6,3686400.0,2.30,True,True,True,False
ASUS,27990,Intel,1,,1.10,4.0,False,1024.0,4,,15.6,2073600.0,1.90,True,True,True,True
acer,57990,Intel,5,2020.0,2.50,4.0,True,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
ASUS,39990,Intel,3,2020.0,3.0,2.0,True,512.0,8,,14.1,2073600.0,1.6,True,True,True,True
ASUS,57710,Intel,5,2020.0,2.4,4.0,True,512.0,16,,17.3,2073600.0,2.3,True,True,True,True
ASUS,131990,AMD,9,,,,True,1024.0,16,6.0,14,3686400.0,,False,True,False,False
HP,43990,Intel,3,2020.0,,,False,1024.0,8,,15.6,2073600.0,,False,True,False,False
ASUS,46990,Intel,5,2020.0,2.4,2.0,True,256.0,8,,14,2073600.0,1.55,True,True,True,True
DELL,43490,AMD,3,,3.5,2.0,True,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,45490,Intel,3,2020.0,4.1,2.0,True,512.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,48990,Intel,3,2020.0,4.1,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,58590,Intel,5,2020.0,2.4,4.0,True,256.0,8,,14,2073600.0,1.59,True,True,True,True
DELL,70490,AMD,5,,2.1,6.0,True,512.0,8,,14,2073600.0,1.56,True,True,True,True
DELL,40990,Intel,3,2019.0,1.2,2.0,True,512.0,8,,14,2073600.0,1.58,True,True,True,True
DELL,39490,Intel,3,2019.0,1.2,2.0,False,1024.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,59490,AMD,5,,2.4,6.0,True,512.0,8,,14,2073600.0,1.5,True,True,True,True
DELL,33990,Intel,3,2020.0,1.7,2.0,False,1024.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,38990,AMD,3,,3.5,2.0,True,512.0,8,,14,2073600.0,1.59,True,True,True,True
DELL,66490,Intel,5,2020.0,4.2,4.0,True,256.0,8,2.0,15.6,2073600.0,1.8,True,True,True,True
DELL,37390,AMD,3,,3.5,2.0,False,1024.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,65990,Intel,5,2020.0,2.4,4.0,True,512.0,8,2.0,15.6,2073600.0,1.8,True,True,True,True
DELL,34990,AMD,3,,3.5,2.0,True,256.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,44490,Intel,3,2020.0,4.1,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,74990,Intel,5,2020.0,4.5,4.0,True,512.0,8,,14,2073600.0,1.5,True,True,True,True
DELL,74690,Intel,5,2020.0,2.6,4.0,True,512.0,16,2.0,15.6,2073600.0,1.64,True,True,True,True
HP,39980,AMD,5,,,,False,1024.0,8,,15.6,1049088.0,,False,True,False,False
Lenovo,48990,AMD,5,,2.1,,True,512.0,8,,15.6,2073600.0,,False,True,False,False
ASUS,30999,Intel,3,2019.0,2.1,2.0,False,1024.0,8,,14.1,1049088.0,1.6,True,True,True,True
Lenovo,39999,Intel,3,2019.0,2.1,4.0,True,256.0,4,,15.6,2073600.0,1.65,True,True,True,True
MSI,54990,Intel,5,2020.0,2.5,4.0,True,512.0,8,,14,2073600.0,1.3,True,True,True,True
HP,41990,Intel,3,2020.0,3.7,4.0,True,512.0,8,,15.6,1049088.0,1.75,True,True,True,True
HP,55990,Intel,3,2020.0,3.7,4.0,True,512.0,8,,14,2073600.0,1.52,True,True,True,True
HP,53990,Intel,5,2020.0,2.4,4.0,True,512.0,8,,15.6,2073600.0,1.75,True,True,True,True
Lenovo,41990,Intel,3,2020.0,1.7,2.0,True,512.0,8,,15.6,2073600.0,1.65,True,True,True,True
HP,41990,Intel,3,2020.0,3.7,4.0,True,512.0,8,,15.6,1049088.0,1.75,True,True,True,True
HP,111999,Intel,5,2020.0,2.4,,True,512.0,16,,13.5,2457600.0,1.34,True,True,True,True
Lenovo,47490,AMD,5,,2.1,6.0,True,512.0,8,,15.6,2073600.0,1.65,True,True,True,True
Lenovo,39990,Intel,3,2020.0,1.7,2.0,True,256.0,8,,14,2073600.0,1.5,True,True,True,True
MSI,84990,Intel,7,2020.0,4.8,,True,512.0,16,,14,2073600.0,1.29,True,True,True,True
MSI,37990,Intel,3,2020.0,3.00,,True,512.0,8,,14,2073600.0,1.3,True,True,True,True
DELL,61490,Intel,5,2020.0,2.4,4.0,True,512.0,8,,14,2073600.0,1.4,True,True,True,True
DELL,78490,Intel,5,2020.0,2.5,4.0,True,512.0,8,2.0,14,2073600.0,1.5,True,True,True,True
DELL,61490,Intel,5,2020.0,2.4,4.0,True,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,84990,AMD,7,,1.8,8.0,True,512.0,16,,14,2073600.0,1.56,True,True,True,True
DELL,39490,AMD,3,,3.5,2.0,False,1024.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,47990,Intel,3,2019.0,1.2,2.0,True,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,58000,AMD,5,,3.5,4.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,60490,Intel,3,2020.0,2.0,2.0,True,512.0,8,,14,2073600.0,1.5,True,True,True,True
DELL,61970,Intel,5,2020.0,2.4,4.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,39390,AMD,3,,2.6,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,71990,Intel,5,2020.0,4.5,4.0,True,512.0,8,,14,2073600.0,1.50,True,True,True,True
DELL,36000,Intel,1,,1.1,4.0,True,256.0,4,,15.6,2073600.0,1.8,True,True,True,True
DELL,35999,Intel,3,2020.0,1.7,2.0,True,256.0,4,,14,2073600.0,1.59,True,True,True,True
DELL,55990,Intel,5,2020.0,4.2,4.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,47990,Intel,3,2020.0,1.7,2.0,True,256.0,8,,14,2073600.0,1.5,True,True,True,True
DELL,89890,Intel,5,2020.0,2.5,4.0,True,512.0,16,,14,2073600.0,1.5,True,True,True,True
DELL,34990,Intel,3,2019.0,1.2,2.0,True,256.0,4,,14,2073600.0,1.58,True,True,True,True
DELL,44490,AMD,5,,2.1,4.0,True,256.0,8,,14,2073600.0,1.59,True,True,True,True
DELL,65000,AMD,5,,2.1,6.0,True,512.0,8,,15.6,2073600.0,1.64,True,True,True,True
DELL,41990,Intel,3,2020.0,1.7,2.0,True,256.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,39490,AMD,3,,3.5,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,43990,AMD,3,,3.5,2.0,True,256.0,8,,14.96,2073600.0,1.8,True,True,True,True
DELL,69990,Intel,5,2020.0,4.5,4.0,True,512.0,16,,15.6,2073600.0,1.64,True,True,True,True
DELL,48990,Intel,3,2020.0,1.7,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,49990,AMD,5,,2.1,4.0,True,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
ASUS,56850,Intel,5,2020.0,4.2,4.0,True,512.0,16,,17.3,2073600.0,2.30,True,True,True,True
DELL,73519,Intel,5,2020.0,,,True,512.0,16,2.0,15.6,2073600.0,,False,True,False,False
ASUS,50940,Intel,3,2020.0,3.0,2.0,True,512.0,8,,15.6,2073600.0,1.8,True,True,True,True
DELL,75990,Intel,5,2019.0,4.5,4.0,True,512.0,8,4.0,15.6,,1.8,True,True,True,True
DELL,51990,AMD,5,,,,True,256.0,8,,15.6,,,False,True,False,False
DELL,59990,Intel,5,2020.0,2.4,4.0,True,256.0,8,,15.6,2073600.0,1.85,True,True,True,True
HP,35990,Intel,3,2020.0,1.7,2.0,False,1024.0,8,,14,1049088.0,1.47,True,True,True,True
ASUS,51990,Intel,5,2020.0,2.4,,True,256.0,8,,15.6,2073600.0,1.80,True,True,True,True
ASUS,55990,Intel,5,2020.0,2.4,,True,512.0,16,,14,2073600.0,1.40,True,True,True,True
ASUS,55990,Intel,5,2020.0,2.4,,True,512.0,16,,14,2073600.0,1.40,True,True,True,True
ASUS,47990,Intel,3,2020.0,3.00,,True,256.0,8,,15.6,2073600.0,1.80,True,True,True,True
ASUS,55990,Intel,5,2020.0,2.4,,True,512.0,16,,14,2073600.0,1.40,True,True,True,True
ASUS,58990,AMD,5,,4.0,,True,256.0,8,,15.6,2073600.0,1.80,True,True,True,True
ASUS,58990,AMD,5,,4.0,,True,256.0,8,,15.6,2073600.0,1.80,True,True,True,True
DELL,42490,Intel,3,2020.0,,,False,1024.0,8,,15.6,2073600.0,,False,True,False,False
ASUS,50990,Intel,3,2020.0,3.00,,True,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
ASUS,69990,Intel,5,2020.0,2.4,,True,256.0,16,,15.6,2073600.0,1.80,True,True,True,True
ASUS,37990,Intel,3,2020.0,1.7,2.0,True,256.0,8,,15.6,2073600.0,1.80,True,True,True,True
Lenovo,86648,Intel,7,2020.0,,,True,512.0,16,,14,2073600.0,,False,True,False,False
HP,109000,AMD,7,2019.0,,,True,512.0,16,,13.3,2073600.0,,False,True,False,False
ASUS,32890,Intel,3,2019.0,2.1,2.0,True,256.0,8,,14,1049088.0,1.6,True,True,True,True
ASUS,34649,Intel,3,2019.0,2.1,2.0,False,1024.0,4,,15.6,1049088.0,1.80,True,True,True,True
ASUS,32489,Intel,3,2019.0,2.1,2.0,True,256.0,8,,14,921600.0,1.80,True,True,True,True
ASUS,34979,Intel,3,2020.0,3.0,2.0,True,256.0,8,,14,2073600.0,1.6,True,True,True,True
ASUS,89990,AMD,7,2021.0,3.2,8.0,True,1024.0,16,4.0,15.6,2073600.0,1.65,True,True,True,True
ASUS,139990,Intel,9,2020.0,2.5,8.0,True,1024.0,16,6.0,15.6,2073600.0,2.30,True,True,True,True
HP,58990,AMD,5,,2.40,6.0,True,512.0,8,4.0,15.6,2073600.0,1.98,True,True,True,True
HP,50390,Intel,3,2020.0,3.7,4.0,True,256.0,8,,14,2073600.0,1.49,True,True,True,True
DELL,43990,AMD,3,,3.5,2.0,False,1024.0,8,,15.6,,,True,True,True,True
HP,152999,Intel,7,2020.0,4.7,4.0,True,1024.0,16,,13.5,6000000.0,1.34,True,True,True,True
HP,79790,AMD,7,,4.4,8.0,True,1024.0,16,,13.3,2304000.0,0.97,True,True,True,True
HP,64790,AMD,5,,4.2,6.0,True,512.0,16,,13.3,2304000.0,0.97,True,True,True,True
HP,79990,AMD,7,,3.10,8.0,True,512.0,16,4.0,15.6,2073600.0,1.98,True,True,True,True
HP,56690,Intel,5,2020.0,4.2,4.0,True,512.0,8,,14,2073600.0,1.49,True,True,True,True
HP,87990,Intel,7,2020.0,4.8,4.0,True,512.0,16,4.0,15.6,2073600.0,2.23,True,True,True,True
HP,60390,Intel,5,2020.0,2.40,4.0,True,256.0,8,,14,2073600.0,1.49,True,True,True,True
HP,171990,Intel,7,2020.0,1.9,,True,1024.0,16,8.0,16.1,3686400.0,2.32,True,True,True,True
HP,69990,AMD,5,,2.40,6.0,True,512.0,8,4.0,15.6,2073600.0,1.98,True,True,True,True
HP,58450,Intel,5,2020.0,4.0,4.0,True,512.0,8,,14,2073600.0,1.41,True,True,True,True
HP,65970,Intel,5,2020.0,2.5,4.0,True,512.0,16,,14,2073600.0,1.41,True,True,True,True
DELL,97468,AMD,5,,3.3,6.0,True,512.0,8,4.0,14.96,2073600.0,2.5,True,True,True,True
HP,61990,Intel,5,2020.0,4.5,4.0,True,512.0,8,,15.6,2073600.0,1.75,True,True,True,True
ASUS,109990,AMD,9,,3.3,8.0,True,1024.0,16,4.0,14,5184000.0,1.45,True,True,True,True
ASUS,82500,Intel,7,2020.0,,,True,256.0,8,,15.6,2073600.0,,False,True,False,False
ASUS,34990,Intel,3,2019.0,2.1,2.0,False,1024.0,4,,15.6,2073600.0,1.90,True,True,True,True
ASUS,59990,Intel,5,2020.0,2.4,4.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
MSI,179990,Intel,9,2020.0,2.1,,True,1024.0,16,6.0,16,4096000.0,2.2,True,True,True,True
ASUS,37490,Intel,3,2020.0,3.0,2.0,True,256.0,8,,15.6,2073600.0,1.8,True,True,True,True
Lenovo,54999,Intel,5,2019.0,1.6,4.0,True,512.0,8,2.0,15.6,2073600.0,1.85,True,True,True,True
HP,42740,Intel,3,2019.0,,,True,512.0,8,,14.1,,,False,True,False,False
DELL,57900,AMD,5,,,,True,1024.0,8,,15.6,,,False,True,False,False
Infinix,50990,Intel,7,2019.0,1.3,4.0,True,512.0,16,,14,2073600.0,1.48,True,True,True,True
HP,38990,Intel,3,2020.0,1.7,4.0,True,256.0,8,,14,2073600.0,1.46,True,True,True,True
Infinix,29990,Intel,3,2019.0,1.2,2.0,True,256.0,8,,14,2073600.0,1.48,True,True,True,True
Infinix,39990,Intel,5,2019.0,1.0,4.0,True,512.0,8,,14,2073600.0,1.48,True,True,True,True
Infinix,29990,Intel,3,2019.0,1.2,2.0,True,256.0,8,,14,2073600.0,1.48,True,True,True,True
Infinix,39990,Intel,5,2019.0,1.0,4.0,True,512.0,8,,14,2073600.0,1.48,True,True,True,True
Infinix,29990,Intel,3,2019.0,1.2,2.0,True,256.0,8,,14,2073600.0,1.48,True,True,True,True
ASUS,75990,AMD,5,,3.0,2.0,True,512.0,16,,13.3,2073600.0,1.80,True,True,True,True
Lenovo,45980,Intel,3,2020.0,,,True,512.0,8,,15.6,2073600.0,,False,True,False,False
HP,41490,Intel,3,2020.0,4.1,2.0,False,1024.0,8,,15.6,2073600.0,1.77,True,True,True,True
Lenovo,48490,AMD,5,,2.1,,True,512.0,8,,14,2073600.0,1.66,True,True,True,True
ASUS,62990,Intel,5,2020.0,4.2,4.0,True,256.0,16,,17.3,2073600.0,2.30,True,True,True,True
ASUS,89990,AMD,7,,3.2,8.0,True,512.0,16,4.0,14,5184000.0,1.40,True,True,True,True
ASUS,38890,Intel,3,2020.0,3.0,2.0,True,256.0,8,,14.1,2073600.0,1.6,True,True,True,True
Lenovo,67990,AMD,7,,1.9,8.0,True,512.0,16,,14,3136000.0,1.38,True,True,True,True
ASUS,27990,Intel,1,,1.1,1.0,True,256.0,4,,15.6,1049088.0,1.9,False,True,True,True
HP,65990,Intel,5,2020.0,4.5,4.0,True,512.0,16,,14,2073600.0,1.41,True,True,True,True
ASUS,18990,Intel,1,,2.8,2.0,False,,4,,11.6,1049088.0,1.24,True,True,True,True
Lenovo,60990,AMD,5,,3.3,6.0,True,512.0,8,4.0,15.6,2073600.0,2.25$$kg,True,True,True,True
Lenovo,38990,Intel,3,2020.0,3.00,2.0,True,256.0,8,,15.6,2073600.0,1.65,True,True,True,True
ASUS,33990,Intel,3,2020.0,4.1,2.0,True,256.0,4,,14,2073600.0,1.60,True,True,True,True
Avita,46990,Intel,5,2019.0,1.80,4.0,True,512.0,8,,14,2073600.0,1.25,True,True,True,True
DELL,42490,Intel,3,2020.0,1.7,2.0,True,256.0,8,,15.6,2073600.0,1.85,True,True,True,True
DELL,44090,Intel,3,2020.0,1.7,2.0,True,256.0,4,,14,2073600.0,1.58,True,True,True,True
DELL,70090,Intel,5,2020.0,2.5,,True,512.0,16,,14,2073600.0,1.5,True,True,True,True
DELL,48990,AMD,5,,2.1,4.0,True,512.0,8,,14,2073600.0,1.58,True,True,True,True
MSI,31990,Intel,3,2019.0,2.1,,True,256.0,8,,14,2073600.0,1.3,True,True,True,True
ASUS,35790,Intel,3,2020.0,3.0,2.0,False,1024.0,8,,15.6,1049088.0,1.8,True,True,True,True
MSI,46990,Intel,3,2019.0,2.1,,True,512.0,8,,14,2073600.0,1.3,True,True,True,True
MSI,57990,Intel,7,2019.0,1.8,,True,512.0,8,,14,2073600.0,1.3,True,True,True,True
MSI,74990,Intel,5,2020.0,4.2,,True,512.0,16,,14,2073600.0,1.29,True,True,True,True
ASUS,84990,Intel,5,2020.0,3.1,4.0,True,512.0,16,6.0,15.6,2073600.0,2,True,True,True,False
ASUS,34990,Intel,3,2019.0,1.2,,True,512.0,4,,15.6,2073600.0,1.80,True,True,True,True
ASUS,57990,Intel,7,2019.0,1.3,,True,512.0,16,,15.6,2073600.0,1.80,True,True,True,True
ASUS,38990,Intel,3,2019.0,1.2,,True,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
ASUS,57990,Intel,7,2019.0,1.3,,True,512.0,16,,15.6,2073600.0,1.80,True,True,True,True
ASUS,38990,Intel,3,2019.0,1.2,,True,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
DELL,58990,Intel,5,2020.0,,,False,1024.0,8,,15,2073600.0,,False,True,False,False
Lenovo,75099,AMD,5,,3.3,6.0,True,512.0,8,4.0,15.6,2073600.0,2.4,True,True,True,True
HP,42990,Intel,3,2020.0,2.1,,True,512.0,8,,15.6,1049088.0,1.75,True,True,True,True
ASUS,35990,Intel,3,2020.0,3.0,2.0,False,1024.0,8,,15.6,1049088.0,1.8,True,True,True,True
DELL,49500,Intel,3,2020.0,,,True,256.0,8,,15.6,2073600.0,,False,True,True,True
ASUS,33990,AMD,3,,2.6,2.0,True,256.0,8,,14.1,2073600.0,1.5,True,True,True,True
ASUS,139990,AMD,9,2021.0,3.1,8.0,True,1024.0,16,4.0,14,3686400.0,1.7,True,True,True,True
DELL,39997,Intel,3,2020.0,,,False,1024.0,8,,15.6,2073600.0,,False,True,False,False
acer,59990,Intel,5,2020.0,2.40,4.0,True,512.0,8,,14,2073600.0,1.2,True,True,True,True
HP,59999,AMD,5,,4.5,6.0,True,512.0,16,,14,2073600.0,1.41,True,True,False,True
Lenovo,170000,Intel,7,2019.0,,,True,512.0,16,2.0,12,2073600.0,,False,True,False,False
HP,62990,Intel,5,2020.0,4.20,4.0,True,512.0,8,,15.6,2073600.0,1.75,True,True,True,True
HP,55490,AMD,7,,1.8,,True,512.0,8,,14,2073600.0,1.46,True,True,True,True
ASUS,81399,AMD,7,2020.0,2.9,8.0,True,1024.0,8,4.0,14,3686400.0,1.6,True,True,True,False
Lenovo,137990,AMD,7,,3.2,8.0,True,1024.0,16,6.0,15.6,2073600.0,2.4,True,True,True,True
Lenovo,77990,AMD,7,,1.8,,True,512.0,16,,13.3,2073600.0,1.32,True,True,True,True
ASUS,76990,AMD,7,2020.0,2.9,8.0,True,1024.0,8,4.0,14,2138400.0,1.6,True,True,True,False
ASUS,86990,AMD,7,2021.0,3.0,8.0,True,1024.0,8,4.0,14,2073600.0,1.6,True,True,True,False
Lenovo,30699,Intel,1,,2.8,2.0,True,256.0,4,,14,1049088.0,1.5,True,True,True,True
Lenovo,29999,Intel,1,,,,False,1024.0,4,,15.6,2073600.0,1.85,False,True,False,False
MSI,119990,Intel,7,2020.0,4.6,,True,1024.0,16,8.0,15.6,3686400.0,2.25,True,True,True,True
DELL,40990,Intel,3,2019.0,1.2,2.0,False,1024.0,8,,15.6,2073600.0,1.85,True,True,True,True
MSI,72990,Intel,5,2020.0,4.5,,True,512.0,16,4.0,15.6,2073600.0,2.25,True,True,True,True
Lenovo,74798,AMD,5,,2.10,4.0,True,512.0,16,,13.3,2073600.0,1.31,True,True,True,True
